,Brand,Model,Spec,Year,dB at idle,dB at 50km/h,dB at 80km/h,dB at 100km/h,dB at 120km/h,dB at 140km/h
747,Jeep,Wrangler,3.8 V6,2008, 45.5 , 56.0 , 64.4 , 67.2 , 70.1 , 73.4 
748,Jeep,Wrangler,3.6 V6,2012, 47.5 , 57.9 , 64.5 , 67.5 , 71.7 , 76.0 
749,Kia,Carens,2.0,2008, 44.1 , 54.2 , 62.4 , 66.1 , 67.8 , 69.9 
750,Kia,Carens,2.0,2013, 44.3 , 57.3 , 62.0 , 64.5 , 68.3 , 69.3 
751,Kia,Cee'd,1.6,2008, 37.4 , 60.5 , 64.3 , 67.3 , 69.4 , 72.2 
752,Kia,Cee'd,1.4,2008, 40.1 , 59.0 , 65.0 , 65.5 , 68.0 , 71.0 
753,Kia,Cee'd,1.6 Stationcar,2008, 45.6 , 56.2 , 64.6 , 67.1 , 70.3 , 73.9 
754,Kia,Cee'd,2.0,2008, 45.5 , 56.0 , 64.4 , 68.2 , 70.0 , 72.2 
755,Kia,Cee'd,2.0 Stationcar,2008, 44.8 , 55.1 , 63.4 , 66.5 , 69.0 , 71.9 
756,Kia,Cee'd,1.4 Stationcar,2009, 45.0 , 55.4 , 63.8 , 67.2 , 69.4 , 71.8 
757,Kia,Cee'd,1.6,2010, 44.7 , 55.0 , 63.2 , 67.1 , 68.7 , 70.7 
758,Kia,Cee'd,1.6,2012, 44.8 , 55.1 , 63.4 , 66.1 , 69.0 , 72.3 
759,Kia,Cee'd,1.6,2014, 44.0 , 59.2 , 64.7 , 65.3 , 67.7 , 71.8 
760,Kia,Cee'd,1.0,2016, 40.1 , 58.2 , 61.2 , 64.3 , 66.3 , 69.7 
761,Kia,Cee'd,1.0 Stationcar,2016, 37.7 , 54.2 , 58.6 , 62.5 , 65.7 , 67.8 
762,Kia,Forte,SX,2010, 43.8 , 52.8 , 58.5 , 61.2 , 64.6 , 68.0 
763,Kia,Niro,1.6,2016, 35.3 , 56.3 , 60.5 , 63.7 , 67.0 , 69.1 
764,Kia,Optima,Hybrid,2011, 37.9 , 52.5 , 61.4 , 66.7 , 68.5 , 70.2 
765,Kia,Optima,SX Turbo,2011, 44.2 , 53.9 , 59.9 , 63.3 , 65.2 , 67.1 
766,Kia,Optima,1.7D,2012, 44.3 , 58.8 , 63.6 , 66.7 , 68.2 , 71.6 
767,Kia,Optima,2.0 Hybrid,2013, 43.1 , 53.0 , 61.0 , 64.1 , 66.4 , 68.9 
768,Kia,Optima,1.7D,2016, 45.5 , 56.1 , 60.2 , 64.6 , 66.7 , 70.1 
769,Kia,Optima,1.7d,2017, 45.9 , 57.8 , 61.0 , 63.3 , 64.3 , 67.6 
770,Kia,Optima,2.0,2017, 44.0 , 52.6 , 57.8 , 61.5 , 67.8 , 67.9 
771,Kia,Picanto,1.1,2008, 47.3 , 58.2 , 67.0 , 69.8 , 72.9 , 76.4 
772,Kia,Picanto,1.0,2011, 46.0 , 56.6 , 65.0 , 68.6 , 70.8 , 73.2 
773,Kia,Picanto,1.2,2012, 46.3 , 58.8 , 64.2 , 66.9 , 71.4 , 73.5 
774,Kia,Picanto,1.0,2013, 39.5 , 57.9 , 63.3 , 67.2 , 70.7 , 73.7 
775,Kia,Pro Cee'd,GT,2014, 38.8 , 56.3 , 62.2 , 65.0 , 68.2 , 70.7 
776,Kia,Pro_CEE'D,1.6,2013, 39.2 , 57.9 , 63.6 , 66.3 , 70.5 , 74.1 
777,Kia,Rio,1.2,2011, 36.5 , 60.6 , 66.7 , 69.6 , 71.9 , 74.9 
778,Kia,Rio,1.2,2011, 43.2 , 53.2 , 61.2 , 65.4 , 66.5 , 68.0 
779,Kia,Rio,1.2 ,2012, 39.1 , 61.2 , 66.2 , 68.0 , 71.3 , 74.0 
780,Kia,Rio,1.0,2017, 39.4 , 57.5 , 61.7 , 64.7 , 69.7 , 69.7 
781,Kia,Sorento,2.4,2010, 44.0 , 54.2 , 62.3 , 66.3 , 67.7 , 69.5 
782,Kia,Sorento,EX V6,2011, 34.5 , 46.6 , 54.0 , 58.2 , 60.6 , 63.0 
783,Kia,Sorento,V6,2011, 34.5 , 46.6 , 54.0 , 58.2 , 60.6 , 63.0 
784,Kia,Soul, ,2009, 39.2 , 61.2 , 66.0 , 68.9 , 72.3 , 74.9 
785,Kia,Soul,1.6,2009, 44.8 , 55.1 , 63.4 , 65.4 , 69.0 , 73.1 
786,Kia,Soul, ,2010, 44.3 , 56.7 , 64.4 , 68.5 , 71.5 , 74.5 
787,Kia,Soul,1.6,2015, 43.6 , 58.2 , 62.6 , 66.9 , 69.6 , 71.3 
788,Kia,Soul,EV,2017, 44.8 , 56.2 , 60.2 , 63.2 , 69.0 , 69.0 
789,Kia,Sportage,2.0,2010, 45.0 , 55.4 , 63.7 , 68.5 , 69.2 , 70.3 
790,Kia,Sportage,2.4,2011, 42.9 , 56.7 , 65.0 , 70.3 , 71.2 , 72.1 
791,Kia,Sportage,1.6,2012, 35.4 , 56.2 , 63.6 , 65.2 , 69.3 , 71.7 
792,Kia,Sportage,1.6,2012, 46.3 , 57.0 , 65.5 , 69.0 , 71.3 , 73.8 
793,Kia,Sportage,1.6 ,2012, 44.6 , 59.7 , 65.3 , 65.8 , 68.6 , 71.3 
794,Kia,Sportage,1.6,2016, 44.4 , 55.6 , 59.8 , 62.9 , 66.3 , 68.4 
795,Kia,Stonic,1.0,2017, 37.1 , 56.3 , 61.3 , 63.9 , 70.9 , 71.0 
796,Kia,Venga,1.4,2010, 42.1 , 63.0 , 66.5 , 69.0 , 72.0 , 75.0 
797,Kia,Venga,1.4,2010, 44.1 , 54.3 , 62.5 , 67.4 , 67.9 , 68.7 
798,Lancia,Delta,1.4,2008, 43.7 , 60.4 , 66.8 , 68.3 , 70.9 , 73.3 
799,Lancia,Delta,1.9D,2009, 43.6 , 53.7 , 61.7 , 65.1 , 67.2 , 69.5 
800,Lancia,Delta,1.8,2010, 45.0 , 55.4 , 63.7 , 68.0 , 69.2 , 70.8 
801,Lancia,Delta,1.4,2011, 43.6 , 56.8 , 61.4 , 64.0 , 67.2 , 70.8 
802,Lancia,Thema,3.6 V6,2012, 41.3 , 50.9 , 58.5 , 63.0 , 63.6 , 64.5 
803,Lancia,Ypsilon,0.9,2011, 46.3 , 57.6 , 62.7 , 66.5 , 71.4 , 73.0 
804,Lancia,Ypsilon,0.9,2011, 46.2 , 56.8 , 65.3 , 68.7 , 71.1 , 73.7 
805,Lancia,Ypsilon,0.9,2013, 42.3 , 58.3 , 62.7 , 66.0 , 70.4 , 74.2 
806,Land Rover,Discovery,3.0 TD V6,2010, 44.7 , 55.0 , 63.2 , 66.7 , 68.8 , 71.1 
807,Land Rover,Discovery,2.2,2015, 45.8 , 55.3 , 59.9 , 63.6 , 66.1 , 70.4 
808,Land Rover,Discovery,2.0D,2016, 46.1 , 61.2 , 63.8 , 66.3 , 68.3 , 71.8 
809,Land Rover,Discovery,2.0d,2017, 46.9 , 60.8 , 64.0 , 67.3 , 68.2 , 71.7 
810,Land Rover,Discovery Sport,2.0,2017, 37.0 , 55.1 , 57.5 , 60.3 , 67.3 , 67.3 
811,Land Rover,Freelander,2.2D,2008, 48.1 , 59.2 , 63.0 , 66.0 , 67.6 , 71.0 
812,Land Rover,Freelander,TD4,2008, 43.9 , 54.0 , 62.1 , 65.9 , 67.5 , 69.5 
813,Land Rover,Freelander,TD4,2009, 43.5 , 53.5 , 61.5 , 64.7 , 67.0 , 69.5 
814,Land Rover,Freelander,2.2D,2011, 46.4 , 59.1 , 63.0 , 66.1 , 69.2 , 71.6 
815,Lexus,CT,200h,2011, 44.9 , 60.9 , 62.8 , 65.4 , 69.0 , 71.5 
816,Lexus,CT,200h,2012, 45.0 , 56.7 , 61.3 , 65.2 , 68.4 , 71.5 
817,Lexus,CT,200h,2014, 43.5 , 55.2 , 60.7 , 63.5 , 67.0 , 70.8 
818,Lexus,ES,300h,2012, 41.0 , 50.7 , 56.6 , 59.9 , 62.0 , 64.0 
819,Lexus,GS,480h,2009, 42.3 , 52.0 , 59.8 , 62.6 , 65.1 , 67.9 
820,Lexus,GS,350F,2012, 40.0 , 51.6 , 58.7 , 62.9 , 64.8 , 66.8 
821,Lexus,GS,450h,2012, 41.2 , 52.4 , 57.2 , 58.6 , 62.8 , 67.2 
822,Lexus,GS,300h,2014, 41.2 , 49.5 , 53.4 , 57.3 , 60.8 , 63.8 
823,Lexus,GS,450h,2017, 41.9 , 55.8 , 59.0 , 62.2 , 64.3 , 67.6 
824,Lexus,GX,460,2010, 42.3 , 53.8 , 60.8 , 64.9 , 66.8 , 68.8 
825,Lexus,HS,250h,2010, 44.2 , 54.1 , 60.3 , 63.6 , 65.9 , 68.3 
826,Lexus,IS,250,2008, 37.0 , 61.0 , 64.0 , 65.5 , 67.4 , 71.4 
827,Lexus,IS,F,2008, 47.6 , 57.1 , 63.1 , 65.9 , 69.9 , 73.9 
828,Lexus,IS,250C,2010, 38.4 , 58.7 , 63.1 , 66.2 , 69.3 , 71.4 
829,Lexus,IS,250C,2010, 43.2 , 53.2 , 61.2 , 64.0 , 66.6 , 69.6 
830,Lexus,IS,350C,2010, 44.4 , 55.4 , 62.4 , 65.9 , 69.2 , 72.5 
831,Lexus,IS,250h,2013, 41.6 , 52.9 , 59.8 , 63.7 , 66.0 , 68.4 
832,Lexus,IS,300h,2013, 43.9 , 54.1 , 60.0 , 62.6 , 65.9 , 69.3 
833,Lexus,LS,600h,2008, 38.7 , 48.6 , 54.8 , 58.1 , 60.4 , 62.8 
834,Lexus,LS,600h L,2009, 32.9 , 54.5 , 60.2 , 61.2 , 63.1 , 66.7 
835,Lexus,LS,600h L,2010, 41.2 , 54.1 , 58.1 , 60.9 , 63.6 , 66.5 
836,Lexus,LS,600h,2013, 35.4 , 47.5 , 54.9 , 59.3 , 60.8 , 62.3 
837,Lexus,LS,600h,2016, 40.9 , 53.8 , 56.5 , 59.2 , 61.3 , 64.5 
838,Lexus,NX,300h,2014, 34.3 , 53.2 , 57.8 , 60.9 , 63.6 , 66.6 
839,Lexus,RC,300h,2016, 30.2 , 56.3 , 60.8 , 63.5 , 65.1 , 67.7 
840,Lexus,RX,450h,2010, 40.2 , 52.1 , 59.5 , 63.6 , 66.1 , 68.6 
841,Lexus,RX,450h,2011, 44.1 , 54.3 , 62.5 , 65.6 , 68.0 , 70.6 
842,Lexus,RX,350,2013, 40.9 , 52.8 , 60.0 , 64.4 , 66.0 , 67.6 
843,Lexus,RX,450h,2016, 32.1 , 52.1 , 56.3 , 59.8 , 63.1 , 65.2 
844,Lincoln,MKS,3.7 V6,2009, 44.5 , 54.3 , 60.5 , 63.6 , 66.6 , 69.6 
845,Lincoln,MKT,3.5 V6,2010, 39.3 , 49.5 , 55.8 , 59.5 , 61.0 , 62.5 
846,Lincoln,MKX,3.7 V6,2016, 40.2 , 52.6 , 60.1 , 64.8 , 65.7 , 66.6 
847,Lincoln,MKZ,2.0,2012, 41.9 , 52.5 , 59.1 , 62.6 , 65.4 , 68.3 
848,Lotus,Elise,SC,2008, 56.0 , 67.2 , 74.2 , 77.7 , 81.3 , 84.8 
849,Lotus,Elise,1.8,2014, 49.4 , 69.2 , 72.6 , 75.9 , 82.3 , 84.3 
850,Lotus,Evora,3.5 V6,2011, 48.9 , 60.2 , 69.3 , 73.8 , 75.3 , 77.2 
851,Mazda,2,1.3,2008, 45.6 , 56.1 , 64.5 , 68.0 , 70.2 , 72.6 
852,Mazda,2,1.3,2011, 43.0 , 52.9 , 60.8 , 65.2 , 66.1 , 67.3 
853,Mazda,2,1.3,2011, 44.2 , 54.4 , 62.6 , 67.1 , 68.0 , 69.3 
854,Mazda,2,1.3 BiFuel,2011, 44.8 , 57.3 , 62.3 , 65.7 , 69.0 , 72.3 
855,Mazda,2,1.5,2011, 40.9 , 56.8 , 66.4 , 72.3 , 74.1 , 75.9 
856,Mazda,2,1.5,2012, 44.3 , 56.0 , 63.3 , 67.4 , 69.5 , 71.7 
857,Mazda,2,1.5,2015, 45.6 , 56.9 , 62.7 , 67.2 , 70.2 , 73.2 
858,Mazda,2,1.5,2017, 38.6 , 56.8 , 61.2 , 64.9 , 72.0 , 72.1 
859,Mazda,3,1.6,2010, 46.0 , 56.6 , 65.0 , 67.7 , 70.8 , 74.3 
860,Mazda,3,2.3,2010, 44.7 , 57.0 , 64.6 , 68.9 , 71.4 , 74.0 
861,Mazda,3,Stationcar,2010, 43.3 , 55.5 , 63.1 , 67.3 , 69.8 , 72.4 
862,Mazda,3,1.6 CITD,2011, 44.7 , 55.0 , 63.3 , 67.0 , 68.8 , 71.0 
863,Mazda,3,1.6 CITD,2011, 44.7 , 55.0 , 63.3 , 67.0 , 68.8 , 71.0 
864,Mazda,3,2.0,2012, 38.3 , 58.0 , 63.2 , 67.2 , 70.8 , 73.2 
865,Mazda,3,2.0,2014, 38.5 , 60.5 , 65.4 , 68.3 , 70.9 , 73.2 
866,Mazda,3,2.5,2014, 40.5 , 53.4 , 61.2 , 65.8 , 67.8 , 69.8 
867,Mazda,3,2.5,2015, 40.5 , 52.4 , 59.8 , 63.9 , 66.3 , 68.7 
868,Mazda,5,2.0 CITD,2008, 43.9 , 54.0 , 62.1 , 66.7 , 67.5 , 68.7 
869,Mazda,5,1.6 CITD,2011, 43.5 , 53.5 , 61.5 , 64.6 , 67.0 , 69.6 
870,Mazda,5,2.0,2011, 45.5 , 61.0 , 64.5 , 67.0 , 70.0 , 73.0 
871,Mazda,5,Stationcar,2012, 42.9 , 54.1 , 60.9 , 65.0 , 66.2 , 67.4 
872,Mazda,6,2.0 CITD,2008, 48.5 , 59.2 , 65.1 , 67.1 , 72.1 , 73.6 
873,Mazda,6,2.0 CITD Stationcar,2008, 44.9 , 55.2 , 63.5 , 67.1 , 69.0 , 71.3 
874,Mazda,6,2.0 Stationcar,2008, 43.8 , 53.9 , 62.0 , 64.5 , 67.5 , 70.9 
875,Mazda,6,Stationcar,2009, 44.8 , 55.6 , 62.5 , 65.8 , 69.7 , 73.6 
876,Mazda,6,2.2 CiTD Stationcar,2011, 43.1 , 53.0 , 61.0 , 65.0 , 66.3 , 68.0 
877,Mazda,6,2.2 CiTD Stationcar,2011, 43.1 , 53.0 , 61.0 , 65.0 , 66.3 , 68.0 
878,Mazda,6,2.0 Stationcar,2013, 38.9 , 58.8 , 62.2 , 65.7 , 67.3 , 70.6 
879,Mazda,6,2.5,2013, 41.2 , 51.7 , 58.4 , 61.7 , 65.0 , 68.3 
880,Mazda,6,2.5 V6,2013, 41.2 , 51.7 , 58.4 , 61.7 , 65.0 , 68.3 
881,Mazda,6,2.2D Stationcar,2015, 43.1 , 57.0 , 62.1 , 65.7 , 68.7 , 71.4 
882,Mazda,6,2.5,2016, 37.9 , 57.8 , 61.5 , 65.3 , 66.2 , 69.6 
883,Mazda,6,2.2d,2017, 43.9 , 59.8 , 63.5 , 67.3 , 68.2 , 71.7 
884,Mazda,6,2.2d stationcar,2017, 40.1 , 56.4 , 60.3 , 63.4 , 69.7 , 69.7 
885,Mazda,CX3,2.0,2016, 38.5 , 55.0 , 62.2 , 65.4 , 69.2 , 71.6 
886,Mazda,CX-3,2,2015, 43.6 , 59.2 , 63.1 , 66.9 , 69.6 , 71.3 
887,Mazda,CX-3,2.0,2017, 34.9 , 57.8 , 61.5 , 65.3 , 68.2 , 71.7 
888,Mazda,CX-5,2.0,2012, 46.2 , 60.5 , 65.4 , 68.9 , 71.2 , 72.7 
889,Mazda,CX-5,2.0,2012, 37.3 , 56.4 , 62.2 , 65.2 , 68.4 , 72.2 
890,Mazda,CX-5,2.0,2012, 43.9 , 55.3 , 62.3 , 66.3 , 68.4 , 70.6 
891,Mazda,CX-5,2.0,2012, 45.6 , 56.1 , 64.5 , 68.6 , 70.1 , 72.0 
892,Mazda,CX-5,2.0,2013, 37.0 , 51.5 , 58.9 , 63.7 , 66.9 , 69.7 
893,Mazda,CX-5,2.2,2015, 44.2 , 55.8 , 61.0 , 64.1 , 68.1 , 71.9 
894,Mazda,CX-5,2.0,2017, 44.9 , 58.8 , 61.5 , 64.3 , 67.2 , 70.6 
895,Mazda,CX-5,2.2d,2017, 49.9 , 54.8 , 59.5 , 64.3 , 66.2 , 69.6 
896,Mazda,MX-5,2'.0,2012, 44.5 , 54.7 , 62.9 , 67.3 , 68.4 , 69.9 
897,Mazda,MX-5,1.5,2016, 42.9 , 62.7 , 67.5 , 72.3 , 75.0 , 78.8 
898,Mazda,MX-5,2.0,2016, 48.5 , 62.2 , 69.6 , 74.0 , 78.6 , 80.7 
899,McLaren,570S,3.8 V8,2017, 59.8 , 70.7 , 72.0 , 73.3 , 75.0 , 78.8 
900,McLaren,MP4-12C,3.8 V8,2012, 60.5 , 65.9 , 69.8 , 70.2 , 76.9 , 83.6 
901,Mercedes,A,180,2012, 39.0 , 54.3 , 60.1 , 63.1 , 66.2 , 70.8 
902,Mercedes,A,200,2012, 40.3 , 55.0 , 59.9 , 63.2 , 66.7 , 69.6 
903,Mercedes,A,180d,2016, 46.9 , 58.8 , 62.5 , 66.3 , 68.2 , 71.7 
904,Mercedes,A,45 AMG,2016, 49.9 , 60.8 , 63.5 , 66.3 , 68.2 , 71.7 
905,Mercedes,AMG GT,R,2017, 52.8 , 63.7 , 67.5 , 69.0 , 71.1 , 74.7 
906,Mercedes,B,200,2012, 43.4 , 58.8 , 62.5 , 66.2 , 66.8 , 69.1 
907,Mercedes,B,200,2012, 45.0 , 55.4 , 63.8 , 67.3 , 69.4 , 71.7 
908,Mercedes,B,180,2014, 41.4 , 55.1 , 58.9 , 61.7 , 64.9 , 67.6 
909,Mercedes,B,EV,2017, 43.2 , 54.3 , 59.2 , 61.5 , 66.5 , 66.5 
910,Mercedes,C,180,2008, 41.8 , 51.4 , 59.2 , 62.2 , 64.4 , 66.8 
911,Mercedes,C,350,2008, 43.8 , 54.3 , 60.8 , 64.1 , 67.3 , 70.5 
912,Mercedes,C,200 CDI,2008, 47.7 , 57.6 , 62.1 , 65.6 , 68.1 , 72.1 
913,Mercedes,C,220 CDI Stationcar,2008, 44.0 , 54.2 , 62.3 , 65.5 , 67.8 , 70.3 
914,Mercedes,C,63 AMG,2008, 49.2 , 58.6 , 64.5 , 67.4 , 70.5 , 73.6 
915,Mercedes,C,250 CDI,2009, 45.6 , 56.1 , 64.5 , 68.6 , 70.1 , 72.0 
916,Mercedes,C,180,2011, 44.9 , 55.2 , 63.5 , 66.1 , 69.1 , 72.5 
917,Mercedes,C,180,2011, 44.9 , 55.2 , 63.5 , 66.1 , 69.1 , 72.5 
918,Mercedes,C,250,2012, 45.7 , 53.5 , 58.5 , 60.8 , 63.9 , 67.1 
919,Mercedes,C,63 AMG,2012, 48.8 , 57.6 , 63.2 , 65.7 , 69.7 , 73.8 
920,Mercedes,C,220,2014, 48.3 , 54.8 , 59.2 , 62.2 , 65.4 , 69.4 
921,Mercedes,C,300,2014, 42.5 , 52.2 , 58.4 , 61.1 , 65.6 , 70.2 
922,Mercedes,C,180 Stationcar,2015, 46.4 , 57.8 , 62.2 , 64.2 , 66.4 , 69.3 
923,Mercedes,C,250 Stationcar,2015, 42.3 , 57.2 , 61.1 , 64.9 , 67.6 , 69.3 
924,Mercedes,C,250 Coupe,2016, 42.4 , 57.5 , 62.2 , 63.7 , 66.0 , 68.3 
925,Mercedes,C ,220 Stationcar,2014, 40.3 , 56.2 , 59.1 , 61.9 , 65.7 , 67.3 
926,Mercedes,C ,350E,2015, 41.5 , 53.5 , 57.3 , 62.6 , 66.1 , 69.4 
927,Mercedes,C ,450 AMG,2015, 43.6 , 58.2 , 62.6 , 66.9 , 67.6 , 69.3 
928,Mercedes,CL,500/550,2011, 41.7 , 51.9 , 58.1 , 61.7 , 63.6 , 65.6 
929,Mercedes,CLA,200,2013, 39.3 , 56.5 , 61.2 , 65.5 , 67.6 , 70.7 
930,Mercedes,CLA,200,2014, 46.6 , 55.7 , 61.6 , 64.0 , 68.5 , 73.0 
931,Mercedes,CLA,250,2014, 42.2 , 53.6 , 60.7 , 64.4 , 67.6 , 70.9 
932,Mercedes,CLA,45 AMG,2014, 47.1 , 61.2 , 63.8 , 66.3 , 67.3 , 70.7 
933,Mercedes,CLA,180,2016, 40.1 , 56.0 , 59.4 , 62.8 , 66.5 , 68.5 
934,Mercedes,CLC,180,2008, 43.7 , 53.8 , 61.8 , 64.8 , 67.3 , 70.0 
935,Mercedes,CLS,350,2011, 41.9 , 51.6 , 59.3 , 62.1 , 64.6 , 67.4 
936,Mercedes,E,300,2008, 41.7 , 51.4 , 59.1 , 62.8 , 64.2 , 66.0 
937,Mercedes,E,63 AMG,2008, 44.4 , 54.6 , 62.8 , 66.3 , 68.4 , 70.7 
938,Mercedes,E,250 CDI,2009, 43.3 , 53.3 , 61.3 , 64.3 , 66.7 , 69.3 
939,Mercedes,E,350 CDI,2009, 39.1 , 54.9 , 59.4 , 62.6 , 65.4 , 68.3 
940,Mercedes,E,350 CGI Coupe,2009, 42.8 , 52.7 , 60.6 , 64.3 , 65.9 , 67.9 
941,Mercedes,E,250 CGI Cabrio,2010, 41.9 , 58.9 , 62.1 , 65.7 , 67.1 , 69.9 
942,Mercedes,E,350 CDI,2010, 39.1 , 54.9 , 59.4 , 62.6 , 65.4 , 68.3 
943,Mercedes,E,350 CGI Stationcar,2010, 43.4 , 53.4 , 61.4 , 65.8 , 66.7 , 68.0 
944,Mercedes,E,500/550,2010, 44.2 , 55.4 , 62.3 , 66.2 , 68.4 , 70.7 
945,Mercedes,E,550/500 Coupe,2010, 45.2 , 52.7 , 57.4 , 59.6 , 62.6 , 65.5 
946,Mercedes,E,63 AMG,2010, 43.1 , 49.2 , 53.5 , 54.4 , 60.2 , 66.0 
947,Mercedes,E,350 CGI Stationcar,2011, 39.8 , 58.0 , 63.0 , 65.1 , 67.3 , 70.0 
948,Mercedes,E,350,2012, 43.4 , 53.4 , 61.5 , 64.4 , 66.9 , 69.6 
949,Mercedes,E,200,2014, 39.8 , 53.3 , 56.8 , 60.3 , 63.4 , 67.4 
950,Mercedes,E,350,2014, 38.2 , 49.0 , 55.8 , 59.2 , 62.6 , 66.0 
951,Mercedes,E,220d,2016, 42.4 , 52.1 , 56.6 , 59.6 , 62.1 , 65.3 
952,Mercedes,E,220d Stationcar,2016, 43.9 , 57.8 , 61.0 , 64.3 , 65.2 , 68.6 
953,Mercedes,E,250 Stationcar,2016, 42.2 , 54.2 , 58.8 , 61.5 , 66.4 , 68.5 
954,Mercedes,E,350d,2016, 42.9 , 56.8 , 60.0 , 63.3 , 64.3 , 67.6 
955,Mercedes,E,220d,2017, 43.7 , 53.5 , 58.2 , 60.6 , 67.5 , 67.5 
956,Mercedes,E,350d,2017, 41.9 , 56.8 , 60.5 , 64.3 , 65.2 , 68.6 
957,Mercedes,E,350d stationcar,2017, 40.9 , 57.8 , 60.5 , 63.3 , 66.2 , 69.6 
958,Mercedes,E,400,2017, 36.9 , 56.8 , 60.0 , 63.3 , 64.3 , 67.6 
959,Mercedes,E 220,2.1D,2015, 41.6 , 56.2 , 60.1 , 63.9 , 66.6 , 68.3 
960,Mercedes,E 250,2.1D,2015, 42.3 , 58.2 , 61.6 , 64.9 , 67.6 , 69.3 
961,Mercedes,E 350,Convertible,2013, 41.6 , 57.2 , 60.6 , 63.9 , 67.6 , 69.3 
962,Mercedes,E 350, ,2015, 41.0 , 55.2 , 59.1 , 62.9 , 65.7 , 67.3 
963,Mercedes,GLA,200,2014, 41.3 , 58.3 , 60.9 , 65.2 , 66.7 , 70.0 
964,Mercedes,GLA,250,2015, 42.3 , 59.2 , 62.1 , 64.9 , 67.6 , 69.3 
965,Mercedes,GLA,45 AMG,2015, 43.6 , 59.2 , 63.1 , 66.9 , 69.6 , 71.3 
966,Mercedes,GLC,250d,2015, 43.4 , 54.3 , 57.7 , 61.9 , 64.3 , 68.3 
967,Mercedes,GLC,250d,2016, 43.1 , 59.2 , 62.2 , 65.3 , 66.3 , 69.7 
968,Mercedes,GLC,250d,2016, 42.9 , 55.8 , 59.5 , 62.7 , 64.2 , 67.5 
969,Mercedes,GLC,250d,2017, 44.9 , 56.8 , 60.0 , 63.3 , 65.2 , 68.6 
970,Mercedes,GLC,350d,2017, 40.7 , 53.8 , 57.1 , 59.6 , 64.8 , 64.8 
971,Mercedes,GLC,43 AMG,2017, 40.9 , 59.8 , 62.5 , 65.3 , 66.2 , 69.6 
972,Mercedes,GLE,250d,2016, 44.9 , 56.8 , 59.5 , 62.2 , 64.3 , 67.6 
973,Mercedes,GLE, 400,2017, 38.9 , 55.8 , 59.0 , 62.2 , 65.2 , 68.6 
974,Mercedes,GLE,350d,2017, 43.9 , 56.8 , 60.5 , 64.3 , 65.2 , 68.6 
975,Mercedes,GLK,320 CDI,2008, 46.1 , 57.6 , 61.1 , 66.7 , 68.1 , 70.3 
976,Mercedes,GLK,220 CDI,2009, 42.8 , 52.7 , 60.6 , 63.5 , 66.0 , 68.7 
977,Mercedes,GLK,220,2014, 41.6 , 56.2 , 60.1 , 63.9 , 67.6 , 69.3 
978,Mercedes,GLK,3.0D V6,2014, 42.3 , 57.2 , 61.1 , 64.9 , 67.6 , 69.3 
979,Mercedes,ML,63 AMG,2008, 42.4 , 52.2 , 60.0 , 63.7 , 65.2 , 67.1 
980,Mercedes,ML,320,2009, 46.0 , 55.3 , 60.9 , 64.3 , 65.5 , 66.7 
981,Mercedes,ML,350,2012, 43.6 , 54.1 , 59.1 , 62.9 , 67.1 , 69.2 
982,Mercedes,ML,350,2012, 42.1 , 51.8 , 59.5 , 62.0 , 64.8 , 68.0 
983,Mercedes,ML,450/500,2012, 41.1 , 51.0 , 57.1 , 60.6 , 62.3 , 64.0 
984,Mercedes,R,350 CDI,2012, 42.3 , 52.1 , 59.9 , 62.8 , 65.2 , 67.8 
985,Mercedes,S,500,2008, 42.9 , 52.8 , 60.7 , 62.1 , 66.1 , 70.6 
986,Mercedes,S,63 AMG,2008, 49.0 , 58.7 , 64.7 , 67.9 , 70.3 , 72.6 
987,Mercedes,S,400 Hybrid,2009, 43.0 , 52.9 , 60.8 , 64.5 , 66.1 , 68.1 
988,Mercedes,S,500 L 4 matic,2010, 40.2 , 55.8 , 59.3 , 62.9 , 64.9 , 66.9 
989,Mercedes,S,500,2013, 39.7 , 53.2 , 57.1 , 60.9 , 64.7 , 66.3 
990,Mercedes,S,500,2014, 37.9 , 48.8 , 55.6 , 59.4 , 61.6 , 63.9 
991,Mercedes,S,350d,2016, 43.0 , 53.6 , 56.8 , 60.2 , 63.3 , 66.2 
992,Mercedes,S,500e,2016, 37.9 , 49.8 , 54.0 , 58.2 , 60.4 , 63.5 
993,Mercedes,S,AMG S63,2016, 42.9 , 55.8 , 58.5 , 61.2 , 64.3 , 67.6 
994,Mercedes,SL,500,2012, 45.1 , 55.5 , 63.8 , 68.3 , 69.4 , 70.9 
995,Mercedes,SL,400,2016, 39.9 , 57.8 , 61.0 , 64.3 , 66.2 , 69.6 
996,Mercedes,SLK,350,2011, 46.7 , 57.5 , 66.1 , 70.2 , 71.9 , 74.0 
997,Mercedes,SLK,350,2012, 48.8 , 57.9 , 63.6 , 66.3 , 69.9 , 73.5 
998,Mercedes,SLS,AMG Roadster,2012, 44.5 , 54.8 , 63.0 , 67.9 , 68.5 , 69.5 
999,Mercury,Grand Marquis,4.6 V8,2010, 44.4 , 55.8 , 62.8 , 66.8 , 69.0 , 71.2 
1000,Mercury,Mariner,Hybrid,2008, 37.7 , 54.9 , 65.5 , 71.8 , 74.0 , 76.3 
1001,Mini,Clubman,Cooper S,2012, 46.2 , 56.8 , 65.3 , 67.1 , 71.1 , 75.6 
1002,Mini,Clubman,One,2016, 39.6 , 56.8 , 60.6 , 63.2 , 68.6 , 70.7 
